# ra,dec
150.1998556446845,1.5729332299541263
149.93468315217962,1.5429016730482117
149.57130678153368,2.107302010031857
149.5969797569933,2.2488380217650263
149.4869827976999,2.3264540913254623
149.48698262357382,2.3264543333493397
149.4691587568824,2.7562852871042653
149.3966419451149,2.5002671058561132
150.74614439213744,1.6678816187872278
150.74614374325722,1.6678814520283776
