ra,dec
149.8655599694,2.0031612117
150.494757619,1.98631944887
150.1124000146,1.9044565136
150.046003235,1.7947389048
150.341283284,1.7611780949
150.220842467,1.68991236593
150.279983826,1.74372228019
150.0427299849,1.8721783151
150.3015499717,2.2822174863
149.860828088,1.83323375157
