,ra,dec
1518,149.7916000016,2.3382742289
1520,149.8326899755,2.3846191701
1522,149.8838900018,2.353857281
1525,150.3699399828,2.3438832745
1526,149.932362543,2.61779653312
1527,150.1303599625,2.4721737055
1537,150.1501799878,2.4752070712
1541,150.0829099875,2.3049063905
1542,150.0868299845,2.2815439959
1544,150.1413600146,2.2781961161
1545,150.100929966,2.4194951022
1551,150.1331499561,2.3786721263
1552,150.0273,2.549963026
1554,150.0482799629,2.4816038891
1555,150.1174799571,2.4636959814
1556,150.0305399709,2.5483153253
1557,150.04046051,2.56291112891
1558,150.0713700005,2.4145385877
1559,149.9974999756,2.431954366
1560,149.7189500187,1.9765724011
1561,149.8652899786,1.9579094899
1562,149.9121099585,1.9235091996
1564,149.8133599583,1.9683917908
1565,149.8705499936,1.9460106107
1566,149.7933200172,1.9147742147
1567,149.6444599717,1.9674622096
1568,149.8311799581,1.9251753086
1569,149.888192511,1.85146160901
1571,149.908649983,1.9959021097
1573,149.9440199685,1.9542049868
1574,149.9484600207,1.9321411039
1577,150.0093699991,1.8526720991
1578,150.0629500023,1.9448698043
1584,149.7762199659,2.091968794
1585,149.8266499743,2.1502041696
1586,149.8189299638,2.162434617
1587,149.8618199545,2.1730897315
1588,149.9110299712,2.0980691854
1590,149.9164900209,2.0581984995
1591,149.9283299827,2.061918502
1592,149.9182899876,2.153832421
1593,149.9405699731,2.1014292147
1594,150.0671999834,2.0843927864
1595,149.9897099783,2.040463212
1596,149.9998400115,2.1093708927
1597,150.0075000127,2.063241684
1598,150.0842800121,2.2904992316
1599,150.0257600071,2.0038412073
1600,150.0496900151,1.966718091
1602,150.0538800011,2.0578291048
1603,150.0240199871,2.0705904857
1604,150.1222099597,2.0003246919
1605,150.2203899906,1.954019513
1608,150.0963999549,2.2930391017
1612,149.8249699799,2.3425977184
1613,149.8411900186,2.2550678077
1614,149.813789993,2.3100755197
1615,150.1194499981,2.2958580917
1616,149.9136899789,2.2465036297
1617,149.9403000025,2.2694398731
1618,149.8815100066,2.3182658819
1619,149.8841799791,2.2120177702
1620,150.1330299558,2.3032746238
1621,149.9802499846,2.1457426973
1622,150.0999000151,2.1524734138
1623,150.1127799845,2.174508585
1624,150.0850899757,2.0705973878
1628,150.137959964,2.2917004141
1629,149.9322399564,2.3568088801
1630,149.849609988,2.3839098757
1631,149.8452400004,2.2791557185
1632,149.8969299593,2.2589707018
1633,150.0659499795,2.2955443928
1634,150.0703899884,2.2863018856
1635,150.0514699944,2.3058769668
1636,150.0169999645,2.2994918689
1638,149.9195799536,2.3454726234
1639,150.0125499661,2.3576287832
1640,150.0465399613,2.3674578755
1641,150.0156099565,2.3107737798
1642,150.0495799635,2.3282742834
1643,150.0580999537,2.3804344944
1644,149.9939200054,2.3835813982
1647,149.9125599717,2.5273077274
1648,149.8785599954,2.5441978187
1671,150.3596399976,2.0735742885
1696,150.0558799997,2.2335257956
1697,150.0691400117,2.2313758711
1698,150.0735399809,2.3468603685
1700,150.0744200072,2.3020677789
1723,150.1366299895,2.2743360961
1724,150.2165399999,2.3289962025
1725,150.0916600022,2.3907051203
1726,150.0120299952,2.5256219275
1727,149.9830500047,2.5124054178
1728,150.0172599669,2.4980705163
1729,150.0271699793,2.4348111274
1730,150.076539964,2.4282552878
1731,150.15402,2.43724
1733,150.0949299693,2.4251563672
1734,150.026715329,2.56200404407
1735,150.1166999684,2.4250471996
1736,149.9957599959,2.4728819858
1737,150.060660577,2.64796032007
1738,150.0934699891,2.5072069198
1739,150.121913233,2.52584509081
1740,149.7583199649,2.0666714069
1741,149.7548999789,1.9596486892
1742,149.7170899648,1.988582403
1747,149.926764349,1.47181167745
1750,149.797774427,1.74019137749
1751,149.751386526,2.73468702348
1752,149.804509346,1.75822383163
1753,149.808046823,1.70943702049
1754,149.867547271,1.74777500154
1755,149.892040807,1.72783073013
1756,149.898660849,1.76955619498
1760,150.117797625,1.58561121648
1774,149.960843513,2.6182125373
1777,149.463730725,1.72842451635
1781,149.509157622,1.64925197872
1784,149.554095697,1.614942735
1785,149.554058734,1.62610355569
1786,149.566781624,1.81249385414
1788,149.589218523,1.55602720462
1791,149.611116763,1.74568394713
1792,149.628901032,1.64986994997
1793,149.580610312,1.59185297947
1794,149.593871979,1.60783497586
1795,149.600616072,1.64350160519
1796,149.602153406,1.60387478968
1797,149.628867862,1.65101923816
1799,149.637158963,1.73716739969
1800,149.644806351,1.75069171444
1801,149.645993741,1.61886615029
1802,149.646935735,1.60273312726
1803,149.662496517,1.74881920026
1804,149.669420847,1.60673686715
1807,149.675382709,1.71489921479
1808,149.687324984,1.71925535075
1810,149.717342207,1.61834248783
1811,149.727671898,1.71881344953
1813,149.701856939,1.68137324028
1816,149.74501003,1.63505361435
1818,149.767018971,1.66387158244
1821,149.777861426,1.6954795923
1822,149.785610951,1.59275813202
1823,149.787711869,1.71219493669
1824,150.047462705,1.42322010736
1828,150.128559945,1.43580264039
1830,150.132264295,1.41872864661
1833,149.887751521,1.59038378663
1845,149.945077139,1.61807108558
1846,149.954764341,1.64879361316
1854,149.990286468,1.6016704314
1856,149.88811019,1.70058276112
1858,149.961848824,1.43134571032
1859,149.975159578,1.47118673082
1872,150.026401106,1.52311435924
1880,149.899784705,1.67907996857
1882,150.079592977,1.44981504349
1884,150.109538751,1.44965674849
1886,149.904161436,1.70968091573
1888,149.938930291,1.67926415512
1889,149.945671011,1.58063075123
1890,149.950473377,1.68275243257
1902,149.659295688,1.59632075797
1903,149.663585723,1.59930810151
1904,149.703221264,1.60901753463
1905,149.881005498,1.68826429723
1906,149.730370704,1.58609117887
1907,149.737136225,1.62921994974
1911,149.797176746,1.60671308609
1912,149.802366643,1.6357032816
1913,149.811143617,1.60963351254
1914,149.815339416,1.63460023166
1916,149.831540845,1.66804363198
1917,149.833978178,1.62037909557
1918,149.842212909,1.60496037806
1919,149.848788763,1.63239528103
1920,149.849274079,1.59566144866
1924,150.237920073,1.51651032667
1940,150.572620276,2.49988239587
1945,150.62124387,2.49977184982
1964,150.489930369,1.86799841552
1968,150.509408667,1.85759033956
1980,150.528056943,1.98691674447
1993,150.585133668,2.06060618963
2004,150.40546709,2.58272451661
2021,150.500355593,1.61426495262
2033,150.605735577,1.48287307922
2043,150.585445902,1.7533970441
2047,150.605361514,1.75381689415
2053,150.688916275,1.75693666424
2055,150.546683538,1.87114278192
2062,150.628909469,1.92231444736
2066,150.63423226,1.83065725317
2068,150.643067492,1.83648673684
2093,150.652045611,2.12098393555
2096,150.721413184,2.22903095293
2129,150.852419062,2.30884582276
2140,150.657610321,1.80180270379
2147,150.691875916,1.75324473585
2161,150.772000961,1.72553565431
2162,150.772526512,1.58449897381
2163,150.790909039,1.76038635866
2164,150.856110458,1.72507593172
2201,150.809100621,1.89446254994
2207,150.840403417,2.05753319881
2209,150.842951792,2.05483273129
2210,150.84960997,2.00220365605
2213,150.85701866,2.09933669864
2216,150.865444465,1.96165117714
2218,150.866816376,2.0949201105
2222,150.328770416,2.60546724181
2233,150.707105725,2.33920448966
2250,149.672231607,2.6244914181
2251,149.672440472,2.62906412592
2252,149.676207139,2.61424470185
2253,149.681327804,2.6809699661
2254,149.681611331,2.65211399653
2255,149.694662948,2.65318153644
2256,149.695904155,2.60325711907
2257,149.696508206,2.60538235265
2258,149.713613883,2.68817262844
2259,149.718558208,2.63019727421
2260,149.720729755,2.66492444316
2261,149.726517976,2.63142131972
2262,149.73651755,2.68290080314
2263,149.73920059,2.66737875541
2264,149.647906839,2.51013195701
2265,149.679664045,2.54903428644
2266,149.688435637,2.4778780082
2267,149.701375028,2.55577846415
2268,150.117955381,2.68461879087
2269,149.703606911,2.57808531484
2270,149.712489971,2.48759524175
2271,149.721385237,2.54000038199
2272,149.601317078,2.44407491449
2273,149.620949108,2.46748517452
2274,149.628082537,2.45944390916
2275,149.641729242,2.47625907937
2276,149.642576686,2.41593299907
2277,149.660230968,2.41091506001
2278,150.123608385,2.67174177945
2282,149.609493663,2.68941049722
2283,149.619694848,2.63475733525
2284,149.62115915,2.67540754884
2285,149.642930976,2.68403876439
2286,149.657667514,2.62437448935
2287,149.66528774,2.57627811819
2288,149.681178865,2.683279611
2289,150.125679996,2.69891375053
2300,150.125987975,2.69658931391
2302,149.60467854,2.58663289874
2303,149.610750609,2.70817828388
2304,149.620766797,2.61353681221
2305,149.631305788,2.53347126429
2306,149.635061141,2.59882711764
2307,149.655498809,2.6009022905
2308,149.719344325,2.62735992657
2313,149.522650068,2.46087598746
2316,149.546233504,2.43651453037
2320,149.597256667,2.44129420348
2321,149.611257117,2.47169605867
2328,149.477662902,2.56064754366
2331,150.141945083,2.70710795084
2339,150.146333063,2.71337813569
2341,150.147076878,2.71758713356
2342,150.418166475,2.48632721597
2347,150.1802352,2.56365363741
2368,150.147919755,2.69045044493
2369,150.185715921,2.55694186044
2372,149.995496726,2.677305364
2373,150.003534437,2.7458539061
2375,150.033082847,2.58545037542
2376,150.067399238,2.73567272423
2377,150.081532597,2.68756396351
2378,149.840459999,2.68827710927
2379,149.949055141,2.78625889114
2380,149.973560811,2.7194613014
2384,150.670891819,2.4973069798
2411,150.101741717,2.73973835116
2412,150.11066695,2.70857418243
2418,150.188595545,2.75671912051
2423,150.001184132,2.83254211984
2425,150.046717233,2.78426574725
2426,150.081016132,2.8888715253
2427,150.093853069,2.85478438888
2428,150.100827427,2.76137108314
2429,150.103702331,2.85031729696
2430,150.11258357,2.84616258576
2431,150.123391519,2.90233929513
2432,150.129074297,2.84336382641
2433,150.136168257,2.87179505064
2434,150.144331015,2.89921424099
2435,150.149956133,2.86418242569
2439,149.940623755,2.97614659511
2440,149.94583479,2.77537327663
2441,149.968176952,2.78045380035
2442,149.973991383,2.81029725032
2443,149.997945355,2.77971710528
2444,149.999402443,2.82161592299
2445,150.010573532,2.86784340292
2446,150.019539644,2.85147830654
2447,150.032059388,2.92794330966
2461,150.352769018,2.97203611963
2472,150.023343495,2.7098633785
2479,150.023345112,2.75240121615
2481,150.551215623,2.76471773333
2485,150.639647032,2.69129298785
2492,150.729446207,2.86261530606
2493,150.033612468,2.76526212067
2497,150.784588823,2.80927668152
2498,150.528859529,2.85971904187
2501,150.564004404,2.7953110223
2503,150.607795825,2.85792391626
2505,149.945721233,2.92370685916
2506,149.94804915,3.01109691979
2507,149.954655773,2.92141852059
2508,150.038627118,2.71261862635
2509,149.845892923,2.8605208539
2510,149.857881366,2.76046101366
2511,149.880407634,2.75211643423
2512,149.891927024,2.85401193857
2513,149.893454151,2.7888408166
2514,150.04126096,2.69203254997
2515,149.935350942,2.71094275115
2516,149.75072831,2.86848012316
2517,149.757287887,2.8398420516
2518,149.773153327,2.88736973944
2519,149.790320184,2.75155754939
2520,149.811053067,2.76397790781
2521,149.849387999,2.86570533618
2522,149.867229583,2.83180554635
2523,149.874513001,2.77809119944
2524,149.810755447,2.6517106864
2525,149.817110028,2.67930476592
2526,149.839924346,2.68878767621
2527,149.905756501,3.02980824796
2528,149.939288639,3.02346647428
2529,149.712691224,2.74371621204
2530,149.735631454,2.75784338424
2531,149.744922308,2.89137276021
2532,149.716070032,2.81669871383
2533,149.750260144,2.66396117968
2534,149.80409054,2.61103927145
2535,149.656412286,2.48098726871
2536,149.758282911,2.57944827714
2537,149.772550061,2.55572229816
2538,149.644219649,2.35931139537
2539,149.648580439,2.37895364206
2540,149.676802638,2.3534657479
2541,149.683296587,2.38414438001
2542,149.777181426,2.44405924127
2546,149.602394372,2.2324355894
2547,149.629328986,2.32930005002
2548,149.641076097,2.35450449922
2549,150.058525701,2.73040000187
2550,149.645914663,2.2984932091
2551,149.651166625,2.29034164263
2552,149.512026278,2.18522853872
2558,149.572208284,2.09699897538
2559,149.618982629,2.10837521208
2560,149.644666414,2.16906778071
2561,149.661778955,2.15366214446
2562,149.49480168,2.04640317915
2563,149.49479063,2.08430141813
2565,149.551032248,2.78100769715
2566,149.595346566,2.78959913348
2567,149.647979933,2.71667438689
2568,149.648130255,2.73131775863
2569,149.66920754,2.82440508257
2572,149.555170838,2.40263852917
2573,149.569564347,2.41872959624
2574,149.610703527,2.41118784466
2577,149.381921315,2.3741525148
2583,150.070250899,2.69465032971
2585,149.51596137,2.37849816882
2588,149.365212648,2.68188521248
2589,149.387038236,2.74283239943
2590,149.396347957,2.74604270344
2591,149.405387352,2.83098939272
2592,149.409086264,2.82119871867
2593,150.092358678,2.71855656347
2594,149.428126012,2.75055645068
2595,149.437354991,2.79059287088
2597,149.451103637,2.82102430346
2598,149.48309984,2.86473741953
2602,149.510324057,2.89529236244
2604,149.600680544,2.82160291379
2605,149.613617535,2.83435067642
2606,149.631303342,2.80425676948
2607,150.104419422,2.69133969442
2609,149.364212099,2.57778548121
2614,149.931008959,2.72426511991
2615,149.931751678,2.69844333758
2616,149.731010641,2.3591339546
2617,149.732856662,2.33466111172
2618,149.790651198,2.41241116954
2619,149.653964093,2.10731878744
2620,149.957535383,2.6875194236
2621,149.965411509,2.77498465099
2622,149.658617086,2.0723399097
2624,149.974445292,2.74600798626
2629,149.444003572,1.90835325204
2630,149.976810717,2.73498084881
2632,149.499165614,1.9360741345
2633,149.527820811,1.81707751652
2634,149.531849883,1.87054606951
2635,149.54078774,1.87725666276
2636,149.554802542,1.81888516998
2645,149.600328133,1.83499115531
2646,150.631627413,2.49913955302
2647,149.615273554,1.78954871211
2648,149.647654905,1.84335733611
2649,149.722052254,1.75335693165
2650,149.769440218,1.84952640099
2652,149.779567967,1.73651513661
2653,149.785164088,1.81555685716
2654,149.787386874,1.81866971324
2655,149.795906443,1.74702280009
2656,149.849985439,1.89732791542
2657,149.843539292,1.78898945855
2658,149.848596766,1.73278486714
2660,149.926351876,1.7248791089
2661,149.851301598,1.65477740423
2662,149.951800991,1.74400459875
2684,150.063480544,1.82870759383
2689,149.854465495,1.87283111828
2690,149.725556714,1.96747918371
2692,149.596632674,2.0350972472
2693,149.417590079,1.65696882807
2694,149.482733561,1.74867828534
2695,149.511696415,1.75274543005
2696,149.517582601,1.62500925647
2699,149.55927346,1.63104551361
2700,149.559693896,1.58813005788
2701,149.581771917,1.56829071372
2702,149.576011318,1.65847074521
2703,149.587291624,1.60377677766
2704,149.601248181,1.57669700151
2705,149.605716907,1.7110198429
2706,149.622583599,1.53972539786
2708,149.623662571,1.58172149787
2709,149.624321238,1.67646662869
2710,149.640592898,1.77014038844
2711,149.660729891,1.63741365847
2712,149.679705465,1.73357104524
2713,149.680397515,1.74239592948
2714,149.686296195,1.59192506767
2716,149.692227604,1.78758006895
2717,149.780364401,1.63367843374
2718,149.745190199,1.62943894007
2719,149.756544692,1.62829954327
2720,149.75839388,1.71644749326
2722,149.780549952,1.66117651064
2724,149.781185867,1.66078910666
2726,150.099312979,1.58010775735
2733,149.891915794,1.61858647465
2734,149.900065648,1.64023299797
2735,149.916707797,1.64434513768
2739,149.991353212,1.62109506358
2741,149.946863679,1.58527478356
2744,150.027657806,1.42793526262
2752,150.077557191,1.59450959482
2753,149.913220908,1.71439512907
2754,149.921768402,1.69993483918
2755,149.89296339,1.61801123437
2764,149.779213238,1.58594735491
2771,150.230443117,1.51539085527
2774,150.323419,1.52881291658
2780,150.799978188,2.60666034274
2790,150.887575946,2.65135350027
2792,150.451309931,1.75536581221
2829,150.503462063,1.61869866624
2845,150.575088963,1.85393149696
2847,150.593248038,1.87978866974
2856,150.625377556,2.0358798371
2873,150.820508287,2.14254110689
2875,150.730956843,2.1999204008
2877,150.855409537,2.22364568188
2884,150.698728535,1.68071718833
2885,150.702145853,1.70478075509
2892,150.767214915,1.60374032963
2894,150.819450793,1.65967736601
2896,150.490660151,2.6345133457
2899,150.865429121,1.81613557696
2905,150.835849723,1.90550868193
2908,150.858383135,2.07921975738
2912,150.593762863,2.45699796859
2924,149.715640731,2.65834261927
2925,149.664431762,2.48998403559
2927,149.63254345,2.47492539865
2928,149.648877993,2.44270388727
2929,149.662832546,2.45669137507
2930,149.674129641,2.48500375193
2931,149.571607995,2.50080577696
2933,149.615885196,2.48310583794
2934,149.627422196,2.49769027371
2936,149.631696403,2.63919154428
2937,149.654456271,2.59684078035
2947,149.521455695,2.7094398054
2948,149.451883503,2.62542314749
2949,149.492037787,2.51795434821
2964,150.477677102,2.58678378581
2975,150.461251573,2.49354141531
2987,150.14153865,2.65156356763
2992,150.02063384,2.77465318478
2993,150.032961654,2.72093415123
2994,150.046102286,2.63055550909
2996,150.080618353,2.63468348111
2997,150.092688343,2.73454587689
2998,149.763080457,2.69442686778
2999,149.959463919,2.69048937958
3000,149.963097599,2.73358396989
3001,149.971189682,2.70882729564
3003,150.034543588,2.6993853399
3014,150.794885515,2.64426150596
3020,150.383732679,2.58713818236
3021,150.498306762,2.64216783701
3030,150.100376855,2.8125546694
3031,150.147986992,2.92921134683
3038,150.052556438,2.7898977697
3040,150.084660404,2.77394900943
3041,150.094379964,2.74975916594
3042,150.095284928,2.88919972263
3043,150.102445742,2.78534802081
3044,150.119819847,2.70977453694
3046,150.127898086,2.93778704651
3047,150.129411862,2.72243187776
3048,150.147233419,2.80429791396
3049,150.150279805,2.69124786485
3051,150.214533296,2.91118931516
3052,149.867132716,2.97132461381
3054,149.873513283,2.92887325813
3055,149.906777468,2.98665416226
3056,149.936078087,2.86847771559
3057,149.975608322,2.84919903969
3058,149.981355824,2.87371809968
3059,149.996857277,2.89617374628
3060,149.997187959,2.92370381138
3062,150.029572016,2.9120287453
3063,150.031315536,2.89575775039
3064,150.039917123,2.92610047861
3081,150.61709035,2.55616867358
3088,150.611768642,2.85149780263
3089,150.618743664,2.87709416141
3092,150.105139994,2.79529529426
3114,149.951375516,2.82318278863
3116,149.890948382,2.62353072761
3117,149.905318917,2.66646087651
3118,149.9065156,2.7207632786
3119,149.915374229,2.69643739761
3120,149.770757326,2.72886304955
3121,149.78739551,2.67188948816
3123,149.823917571,2.69045438554
3124,149.844470158,2.76126360344
3125,149.781098963,2.70251404049
3127,149.826998126,2.67620297339
3128,149.707791881,2.81784731438
3129,149.755816471,2.80489834749
3130,149.785099799,2.83569809415
3131,149.653710338,2.71987307537
3133,149.723258233,2.72853249379
3134,149.762990581,2.69519487452
3135,149.792013537,2.63809548811
3136,149.742690932,2.54034693075
3138,149.752267918,2.62919587139
3139,149.754528777,2.53833363985
3140,149.585383256,2.36922841576
3141,149.649526727,2.38619368949
3142,149.662872091,2.33676003426
3143,149.724512035,2.36962334745
3145,149.633879593,2.21566021157
3146,149.655502408,2.31075841649
3147,149.675924142,2.22243879409
3148,149.678522316,2.20421984634
3149,149.711801987,2.21585856485
3155,149.575942605,2.21347234209
3157,149.633921963,2.0660301354
3167,149.58334179,2.77800359649
3182,149.44173176,2.74649215848
3183,149.485059437,2.86559850802
3185,149.490110751,2.86915542436
3187,149.508780953,2.84040977773
3190,149.362485976,2.64387326545
3194,149.791807107,2.36185832105
3195,149.794998201,2.37622334284
3198,149.669068324,2.1393012698
3199,150.000548598,2.91350812233
3200,150.005894796,2.93919171201
3201,150.041646149,2.7949507126
3205,149.660121795,1.97389889248
3206,150.046942103,2.79152271271
3207,149.509293694,1.72367372868
3210,149.602118919,1.57616944849
3211,150.065026188,2.78008125742
3212,149.461315434,1.82255547878
3213,149.637491586,1.85771980757
3214,150.071712627,2.7563371749
3215,149.643086532,1.81701421428
3216,149.65777426,1.80965230357
3217,149.697144435,1.9051205551
3218,149.713868437,1.70044842157
3219,149.720748498,1.87400611653
3220,149.751751096,1.68950286284
3221,149.768432567,1.82779919092
3222,150.088500873,2.73374498556
3223,149.78829502,1.81255158934
3224,149.790008667,1.70480453517
3225,149.809076386,1.68047438532
3226,149.812057983,1.71251661821
3227,150.094321443,2.70280213144
3228,149.88193753,1.79852090867
3229,149.918067727,1.76202221064
3230,149.918715548,1.82690606909
3231,149.921281688,1.79091237946
3234,150.094806493,2.83236857769
3242,150.094876819,2.8084574724
3244,150.098507281,2.80211872228
3246,150.099929624,2.81984209528
3247,149.803362706,1.86088391026
3248,150.100385854,2.75949877422
3249,149.695746729,1.97453540783
3250,150.107424415,2.88947647697
3252,149.478711604,1.82070158303
3256,150.109010465,2.94628736404
3257,149.586583501,1.62666047553
3258,149.633112651,1.7196923307
3259,149.673481243,1.68569208384
3260,149.688252687,1.67854833179
3261,149.691475787,1.69988848202
3262,150.119374635,2.85360632451
3264,149.734132836,1.6246480589
3266,149.755477009,1.63396802494
3267,149.931455652,1.73554164426
3268,149.979109204,1.43066547451
3269,150.124893007,2.76272208863
3276,150.125186643,2.86181793273
3277,149.910560567,1.66220700629
3280,149.92605993,1.59561827723
3282,149.930711243,1.59535435866
3283,149.932238942,1.62625298705
3284,149.947989698,1.64774668538
3285,149.959652475,1.60802784788
3286,150.128344194,2.89427273236
3288,149.887410307,1.71600684887
3295,150.150717712,1.43735573527
3297,150.141806668,2.82468395567
3302,150.142629394,2.90562891477
3303,149.676724917,1.61238544926
3304,149.683082034,1.61484351116
3305,149.747610544,1.63690593133
3306,149.753018526,1.58726691651
3307,149.756453216,1.63208148367
3309,149.812734434,1.61473156923
3329,149.921131411,2.88611867218
3333,149.92183268,2.87531893302
3340,149.957673767,2.79684101804
3349,149.978585995,2.89813640414
3356,149.998752449,2.76887005655
3357,150.439212948,1.97183541399
3364,150.001050207,2.79421647043
3367,150.61227586,2.11474878636
3370,150.003778257,2.81712267609
3379,150.004264124,2.92941670678
3386,150.00609936,2.81238687298
3389,150.545600563,1.82192774251
3394,150.012186735,2.77613911412
3396,150.637036786,1.62797719034
3398,150.552510845,1.87404019266
3401,150.035417524,2.96383830073
3403,150.616580965,1.84460541228
3408,150.612693478,2.04269224354
3410,150.03885783,2.88250600463
3411,150.639774776,2.0602717898
3419,150.065754087,2.92916311114
3425,150.06698835,2.9199360232
3427,150.750072037,2.27507687698
3433,150.072687401,2.94599757122
3437,150.689988663,1.75211223676
3442,150.073776034,2.92298957909
3450,150.078004734,2.75739298215
3456,150.590411763,2.45640347652
3465,149.693299898,2.67405023314
3466,149.705022404,2.68695101234
3467,149.728789824,2.59995880124
3468,149.728708937,2.60222704602
3469,149.65580093,2.49050947986
3470,149.649888139,2.440054936
3471,149.660146418,2.46516699933
3475,149.627399868,2.6614123011
3479,149.604483892,2.52389176439
3480,149.62046317,2.61430876666
3481,149.622680865,2.64583058529
3485,149.53325103,2.45814583459
3487,149.582898393,2.48941898684
3488,149.596382653,2.44242072691
3489,149.599449156,2.42408163121
3491,149.466257715,2.53776504783
3494,150.468279788,2.82317169843
3517,149.920634732,2.6627074497
3518,149.953147446,2.7189396509
3519,150.500157988,2.89280549194
3529,149.979801651,2.75135397666
3530,150.083940023,2.7241854048
3534,149.930595956,2.95782621739
3535,150.058298214,2.9382076713
3556,149.877899591,2.84655613252
3558,149.926569697,2.69925714509
3560,149.748935786,2.90872851345
3562,149.874964509,2.98539559557
3564,149.777026818,2.75684359431
3566,150.409363152,2.89450029524
3567,149.63108741,2.40659937721
3568,149.792764393,2.42302653373
3577,149.703275075,2.13015294647
3586,149.566250232,2.40890657538
3588,149.434922026,2.89862279984
3590,149.473230996,2.91801222057
3593,149.299857327,2.57944727196
3596,149.863223872,2.55094370102
3599,149.666294715,2.22219430807
3607,149.513061554,1.95692729009
3610,150.725324576,2.60640752292
3611,149.431892047,1.6346047228
3612,149.483994625,1.63082890397
3613,149.524398808,1.86642983871
3616,150.78919933,2.64379312981
3617,149.848211202,1.79010360563
3618,149.84969297,1.74871025991
3620,150.069288488,1.77998668648
3629,150.034276979,1.72089743054
3634,149.917562236,1.90172405987
3639,149.467202989,1.75612533254
3642,149.595913897,1.60715471819
3643,149.658617589,1.7186782611
3645,149.728796385,1.72017377163
3647,149.888970826,1.48535079531
3649,149.954993781,1.65369638598
3653,150.159167638,1.44037642137
3659,149.668042349,1.56022450817
3671,150.65280303,2.86595537064
3677,150.668207911,2.87742602545
3683,150.675800681,2.26138067825
3693,150.706760154,2.85532532855
3701,150.71637363,2.67964050445
3708,150.760266822,1.7252074005
3709,150.792494294,1.91915304471
3723,149.651530172,2.67473457579
3724,150.789035965,2.78551238288
3726,150.79242725,2.81685631422
3727,150.800871324,2.82010173922
3729,150.410293737,2.58718203275
3730,150.464064957,2.96715766956
3731,150.089451979,2.78740546944
3739,150.141451528,2.93837490371
3745,150.587878869,2.86790842035
3752,149.944964609,3.02012761494
3753,149.961319269,2.88363864894
3754,149.970031444,2.98956114345
3755,150.010691822,2.99100942593
3756,149.77215967,2.93190967721
3757,149.843507334,2.65862489576
3758,149.888052938,2.77410106801
3759,149.891038878,2.8073115944
3760,149.892815073,2.82278138525
3761,149.895833946,2.78367367927
3762,149.898663471,2.81110444567
3763,149.911175949,2.78985073205
3764,149.917098486,2.79503912372
3766,149.917878066,2.79318854899
3767,149.921065387,1.74065648581
3768,149.932686973,2.7561948451
3769,149.941718379,2.79553251167
3771,149.717037637,2.86558214005
3772,149.761225193,2.9288203978
3773,149.784603139,2.71934545812
3774,149.793295813,2.78094191772
3775,149.795205138,2.734648709
3776,149.801356773,2.89885950356
3777,149.801549515,2.82422400604
3778,149.811950636,2.84200674308
3779,149.76547094,1.62328709758
3780,149.812603691,2.80243742691
3785,149.828959721,2.908158261
3787,149.841204382,2.80958612269
3788,150.653837969,1.63672492704
3789,149.85369109,2.78659527665
3790,149.857358413,2.77985334213
3791,149.872920805,2.8129441832
3792,149.684298069,2.73546777994
3793,149.781053282,2.66270382934
3795,149.80632396,2.66136930682
3796,149.868442246,2.79341233544
3798,149.888987192,2.84386715181
3799,149.895013516,2.87601582358
3800,149.905894326,2.87537788506
3801,149.922020569,2.82550919222
3803,149.926491636,2.82219018061
3804,149.930095133,3.00875308206
3805,149.934004767,2.84400986316
3806,149.937687854,2.97464387577
3807,149.690729398,2.77618167338
3808,149.698825181,2.75880114084
3809,149.719100952,2.8130097819
3810,149.748639358,2.73210346303
3811,149.755359824,2.73852404313
3812,149.775286452,2.80379356999
3813,149.785995767,2.90667194486
3814,149.870752793,2.74342550513
3815,149.705607186,2.73254532821
3816,150.129884671,2.93325085259
3817,149.734045026,2.69113088362
3818,149.736382959,2.61077066983
3819,149.740474666,2.60531881629
3820,149.645750955,2.17117287239
3821,149.74079448,2.62019794747
3822,149.755487325,2.58856047482
3823,149.695772929,2.54883931199
3825,149.84743812,2.56919903303
3826,149.602124949,2.39279673076
3827,149.602848128,2.3298498363
3828,149.904409842,1.86897826734
3829,149.609112521,2.38821931979
3830,149.612273043,2.38069347116
3831,149.623154803,2.3847068223
3832,149.62535175,2.34915245285
3833,149.631806038,2.3716569197
3834,149.634528007,2.35831954786
3836,149.646174854,2.38810213272
3838,149.662068323,2.3969743565
3839,149.667738999,2.38149327972
3840,149.724778937,2.45688709904
3844,149.60394933,2.32603722878
3845,149.606871893,2.34173488005
3846,149.611566437,2.35386051602
3847,149.612535641,2.2638539206
3848,149.61747054,2.21563729923
3849,149.657566042,2.32264332095
3850,149.724557468,2.26762961059
3852,149.473486372,2.12984765309
3865,149.611017008,2.13761295459
3866,149.62101638,2.0795207963
3867,149.627371371,2.0656456802
3887,149.609932875,2.74091214367
3888,149.621749804,2.73821650804
3889,149.62231439,2.7801246773
3890,149.631620353,2.81707725469
3891,149.641728115,2.7407616237
3892,149.642499913,2.72560466974
3893,149.644334947,2.56045144596
3894,149.677281708,2.73361807818
3895,149.702412827,2.72978038296
3905,149.571538324,2.40342584063
3907,149.612699151,2.27185244942
3924,149.441309402,2.35348499308
3930,149.467857252,2.33920149805
3934,149.504166869,2.21383447338
3944,149.643439381,2.34869447053
3945,149.358621936,2.75039104118
3946,149.366957636,2.7690643699
3947,149.387773591,2.72135483096
3948,149.391702552,2.73962413416
3949,149.42128532,2.74869702951
3950,149.425043416,2.75814302631
3951,149.430597776,2.80665134375
3955,149.452440321,2.74640362071
3956,149.472983052,2.79342740232
